"fzg_typ","origin","messwerttyp","Einrichtpunkte"
"W223","Assembly","5-6_3L.G","1"
"W223","Assembly","5-6_3R.G","1"
"V297","Bodyshop","5-6_5R.F","1"
"V297","Bodyshop","5-6_5R.G","1"
"V297","Bodyshop","5-6_8L.Z","1"
"V297","Bodyshop","5-6_8R.Z","1"
"W223","Assembly","6-7_3-1L.K","1"
"W223","Assembly","6-7_3-1R.K","1"
"V297","Bodyshop","6-7_2L.F","1"
"W223","Assembly","6-7_3L.F","1"
"W223","Assembly","6-7_3R.F","1"
"V297","Bodyshop","6-7_2L.G","1"
"W223","Assembly","6-7_3L.G","1"
"W223","Assembly","6-7_3R.G","1"
"V297","Bodyshop","6-7_2R.F","1"
"V297","Bodyshop","6-7_2R.G","1"
"V297","Bodyshop","6-7_5L.F","1"
"W223","Assembly","7-8_2L.F","1"
"V297","Bodyshop","6-7_5L.G","1"
"W223","Assembly","7-8_2L.G","1"
"V297","Bodyshop","6-7_5R.F","1"
"W223","Assembly","7-8_2R.F","1"
"V297","Bodyshop","6-7_5R.G","1"
"W223","Assembly","7-8_2R.G","1"
"W223","Assembly","7-8_2.S","1"
"V297","Bodyshop","7-8_2L.F","1"
"W223","Assembly","7-8_9L.F","1"
"V297","Bodyshop","7-8_2L.G","1"
"W223","Assembly","7-8_9L.G","1"
"V297","Bodyshop","7-8_2R.F","1"
"W223","Assembly","7-8_9R.F","1"
"V297","Bodyshop","7-8_2R.G","1"
"W223","Assembly","7-8_9R.G","1"
"W223","Assembly","7-8_9-2R.K","1"
"V297","Bodyshop","7-8_5L.F","1"
"V297","Bodyshop","7-8_5L.G","1"
"V297","Bodyshop","7-8_5R.F","1"
"V297","Bodyshop","7-8_5R.G","1"
"Z223","Assembly","1-4_2L.F","1"
"Z223","Assembly","1-4_2L.G","1"
"Z223","Assembly","1-4_2R.F","1"
"Z223","Assembly","1-4_2R.G","1"
"Z223","Assembly","1-4_2.S","1"
"Z223","Assembly","1-4_2L.Y","1"
"Z223","Assembly","1-4_2L.X","1"
"V297","Bodyshop","1-10_0L.F","0"
"V297","Bodyshop","1-10_0L.G","0"
"V297","Bodyshop","1-10_0R.F","0"
"V297","Bodyshop","1-10_0R.G","0"
"Z223","Assembly","1-4_4L.F","1"
"Z223","Assembly","1-4_4L.G","1"
"Z223","Assembly","1-4_4R.F","1"
"Z223","Assembly","1-4_4R.G","1"
"Z223","Assembly","1-4_4.S","1"
"Z223","Assembly","1-4_4L.Y","1"
"Z223","Assembly","1-4_4L.Z","1"
"V297","Bodyshop","1-10_APL.X","0"
"V297","Bodyshop","1-10_APR.X","0"
"V297","Bodyshop","Lage_AP01L","0"
"V297","Bodyshop","Lage_AP04R","0"
"Z223","Assembly","1-4_6L.F","1"
"Z223","Assembly","1-4_6L.G","1"
"Z223","Assembly","1-4_6R.F","1"
"Z223","Assembly","1-4_6R.G","1"
"Z223","Assembly","1-4_6.S","1"
"V297","Bodyshop","Lage_AL01L","0"
"Z223","Assembly","1-5_1L.F","1"
"V297","Bodyshop","Lage_AL10R","0"
"Z223","Assembly","1-5_1L.G","1"
"V297","Bodyshop","1-5_60-1L.Z","1"
"Z223","Assembly","1-5_1R.F","1"
"V297","Bodyshop","1-5_60-1R.Z","1"
"Z223","Assembly","1-5_1R.G","1"
"V297","Bodyshop","1-5_AP2_AP3L.D","0"
"Z223","Assembly","1-5_5L.F","1"
"V297","Bodyshop","1-5_AP2_AP3R.D","0"
"Z223","Assembly","1-5_5L.G","1"
"V297","Bodyshop","1-5_AP5_0L.D","0"
"Z223","Assembly","1-5_5R.F","1"
"V297","Bodyshop","1-5_AP5_0R.D","0"
"Z223","Assembly","1-5_5R.G","1"
"V297","Bodyshop","1-5_10-5L.X","1"
"Z223","Assembly","5-6_1L.F","1"
"V297","Bodyshop","1-5_10-5R.X","1"
"Z223","Assembly","5-6_1L.G","1"
"V297","Bodyshop","1-6_AP5-AP4L.D","0"
"Z223","Assembly","5-6_1R.F","1"
"V297","Bodyshop","1-6_AP5-AP4R.D","0"
"Z223","Assembly","5-6_1R.G","1"
"V297","Bodyshop","1-6_AP3-AP2L.D","0"
"Z223","Assembly","5-6_3L.F","1"
"V297","Bodyshop","1-6_AP3-AP2R.D","0"
"Z223","Assembly","5-6_3L.G","1"
"V297","Bodyshop","6-7_8L.F","1"
"Z223","Assembly","5-6_3R.F","1"
"V297","Bodyshop","6-7_8R.F","1"
"Z223","Assembly","5-6_3R.G","1"
"W223","Bodyshop","1-4_2L.F","1"
"Z223","Assembly","5-6_4L.F","1"
"W223","Bodyshop","1-4_2L.G","1"
"Z223","Assembly","5-6_4R.F","1"
"W223","Bodyshop","1-4_2R.F","1"
"Z223","Assembly","5-6_4L.G","1"
"W223","Bodyshop","1-4_2R.G","1"
"Z223","Assembly","5-6_4R.G","1"
"W223","Bodyshop","1-4_4L.F","1"
"Z223","Assembly","6-7_1L.F","1"
"W223","Bodyshop","1-4_4L.G","1"
"Z223","Assembly","6-7_1L.G","1"
"W223","Bodyshop","1-4_4R.F","1"
"Z223","Assembly","6-7_1R.F","1"
"W223","Bodyshop","1-4_4R.G","1"
"Z223","Assembly","6-7_1R.G","1"
"W223","Bodyshop","1-4_6L.F","1"
"Z223","Assembly","6-7_3L.F","1"
"W223","Bodyshop","1-4_6L.G","1"
"Z223","Assembly","6-7_3L.G","1"
"W223","Bodyshop","1-4_6R.F","1"
"Z223","Assembly","6-7_3R.F","1"
"W223","Bodyshop","1-4_6R.G","1"
"Z223","Assembly","6-7_3R.G","1"
"W223","Bodyshop","1-5_1L.F","1"
"W223","Bodyshop","1-5_1L.G","1"
"W223","Bodyshop","1-5_1R.F","1"
"W223","Bodyshop","1-5_1R.G","1"
"Z223","Assembly","7-8_2L.F","1"
"Z223","Assembly","7-8_2L.G","1"
"Z223","Assembly","7-8_2R.F","1"
"Z223","Assembly","7-8_2R.G","1"
"Z223","Assembly","7-8_2.S","1"
"W223","Bodyshop","1-5_5L.F","1"
"W223","Bodyshop","1-5_5L.G","1"
"W223","Bodyshop","1-5_5R.F","1"
"W223","Bodyshop","1-5_5R.G","1"
"Z223","Assembly","7-8_9L.F","1"
"Z223","Assembly","7-8_9L.G","1"
"Z223","Assembly","7-8_9R.F","1"
"Z223","Assembly","7-8_9.S","1"
"Z223","Assembly","7-8_9R.G","1"
"V223","Bodyshop","1-5_0L.G","1"
"V223","Bodyshop","1-5_0R.G","1"
"V223","Bodyshop","1-6_0R.G","1"
"V223","Bodyshop","1-6_0L.G","1"
"W223","Bodyshop","1-6_0R.G","1"
"W223","Bodyshop","1-6_0L.G","1"
"W223","Bodyshop","1-7_31R.GY","0"
"W223","Bodyshop","1-7_31L.GY","0"
"W223","Bodyshop","1-7_32R.GY","0"
"W223","Bodyshop","1-7_32L.GY","0"
"W223","Bodyshop","5-6_1L.F","1"
"W223","Bodyshop","5-6_1L.G","1"
"V223","Assembly","1-5_2L.F","0"
"V223","Assembly","1-5_2R.F","0"
"V223","Assembly","1-5_2L.G","0"
"V223","Assembly","1-5_2R.G","0"
"W223","Bodyshop","5-6_1R.F","1"
"V223","Assembly","1-5_3L.F","0"
"W223","Bodyshop","5-6_1R.G","1"
"V223","Assembly","1-5_3L.G","0"
"V223","Assembly","1-5_3R.G","0"
"W223","Bodyshop","5-6_3L.F","1"
"V223","Assembly","1-5_3R.F","0"
"W223","Bodyshop","5-6_3L.G","1"
"V223","Assembly","1-5_6L.G","0"
"V223","Assembly","1-5_6R.G","0"
"V223","Assembly","1-5_6L.F","0"
"V223","Assembly","1-5_6R.F","0"
"W223","Bodyshop","5-6_3R.F","1"
"W223","Bodyshop","5-6_3R.G","1"
"W223","Bodyshop","5-6_4L.F","1"
"W223","Bodyshop","5-6_4R.F","1"
"W223","Bodyshop","6-7_3L.F","1"
"W223","Bodyshop","6-7_3L.G","1"
"W223","Bodyshop","6-7_3R.F","1"
"W223","Bodyshop","6-7_3R.G","1"
"W223","Bodyshop","7-8_2L.F","1"
"V223","Assembly","1-7_2L.F","0"
"W223","Bodyshop","7-8_2L.G","1"
"V223","Assembly","1-7_2L.G","0"
"W223","Bodyshop","7-8_2R.F","1"
"V223","Assembly","1-7_2R.F","0"
"W223","Bodyshop","7-8_2R.G","1"
"V223","Assembly","1-7_2R.G","0"
"W223","Bodyshop","7-8_9L.F","1"
"V223","Assembly","5-6_2L.F","0"
"W223","Bodyshop","7-8_9L.G","1"
"V223","Assembly","5-6_2L.G","0"
"V223","Assembly","5-6_2R.G","0"
"W223","Bodyshop","7-8_9R.F","1"
"V223","Assembly","5-6_2R.F","0"
"W223","Bodyshop","7-8_9R.G","1"
"W223","Bodyshop","1-5_11L.F","0"
"W223","Bodyshop","1-5_11L.G","0"
"W223","Bodyshop","1-5_11R.F","0"
"W223","Bodyshop","1-5_11R.G","0"
"W223","Bodyshop","1-5_14L.F","0"
"W223","Bodyshop","1-5_14L.G","0"
"V223","Assembly","6-7_2L.F","0"
"W223","Bodyshop","1-5_14R.F","0"
"V223","Assembly","6-7_2L.G","0"
"V223","Assembly","6-7_2R.G","0"
"W223","Bodyshop","1-5_14R.G","0"
"V223","Assembly","6-7_2R.F","0"
"W223","Bodyshop","1-5_3L.F","0"
"W223","Bodyshop","1-5_3L.G","0"
"W223","Bodyshop","1-5_3R.F","0"
"W223","Bodyshop","1-5_3R.G","0"
"W223","Bodyshop","1-6_11L.F","0"
"W223","Bodyshop","1-6_11L.G","0"
"W223","Bodyshop","1-6_11R.F","0"
"W223","Bodyshop","1-6_11R.G","0"
"W223","Bodyshop","1-6_17L.F","0"
"W223","Bodyshop","1-6_17L.G","0"
"W223","Bodyshop","1-6_17R.F","0"
"W223","Bodyshop","1-6_17R.G","0"
"V223","Assembly","7-8_1R.G","0"
"V223","Assembly","7-8_1R.F","0"
"V223","Assembly","7-8_1L.G","0"
"V223","Assembly","7-8_1L.F","0"
"V223","Assembly","7-8_4R.G","0"
"V223","Assembly","7-8_4R.F","0"
"V223","Assembly","7-8_4L.G","0"
"V223","Assembly","7-8_4L.F","0"
"W223","Bodyshop","1-7_2L.F","1"
"V223","Assembly","7-8_7L.F","0"
"W223","Bodyshop","1-7_2L.G","1"
"V223","Assembly","7-8_7L.G","0"
"W223","Bodyshop","1-7_2R.F","1"
"V223","Assembly","7-8_7R.F","0"
"W223","Bodyshop","1-7_2R.G","1"
"V223","Assembly","7-8_7R.G","0"
"V223","Assembly","7-8_12R.G","0"
"V223","Assembly","7-8_12R.F","0"
"V223","Assembly","7-8_12L.G","0"
"V223","Assembly","7-8_12L.F","0"
"V223","Assembly","7-8_12.S","0"
"W223","Bodyshop","5-6_2L.F","0"
"W223","Bodyshop","5-6_2L.G","0"
"W223","Bodyshop","5-6_2R.F","0"
"W223","Bodyshop","5-6_2R.G","0"
"V297","Assembly","1-10_1L.G","0"
"V297","Assembly","1-10_1R.G","0"
"V297","Assembly","1-10_1L.F","0"
"V297","Assembly","1-10_1R.F","0"
"V297","Assembly","1-10_4L.G","0"
"V297","Assembly","1-10_4R.G","0"
"V297","Assembly","1-10_4L.F","0"
"V297","Assembly","1-10_4R.F","0"
"V297","Assembly","1-10_8L.G","0"
"V297","Assembly","1-10_8R.G","0"
"V297","Assembly","1-10_8L.F","0"
"V297","Assembly","1-10_8R.F","0"
"W223","Bodyshop","5-6_7L.F","0"
"W223","Bodyshop","5-6_7L.G","0"
"W223","Bodyshop","5-6_7R.F","0"
"W223","Bodyshop","5-6_7R.G","0"
"W223","Bodyshop","6-7_1L.F","1"
"W223","Bodyshop","6-7_1L.G","1"
"V297","Assembly","1-5_2L.G","0"
"V297","Assembly","1-5_2L.F","0"
"V297","Assembly","1-5_4L.G","0"
"V297","Assembly","1-5_4L.F","0"
"V297","Assembly","1-5_5L.G","0"
"V297","Assembly","1-5_5L.F","0"
"V297","Assembly","1-5_2R.G","0"
"V297","Assembly","1-5_2R.F","0"
"V297","Assembly","1-5_4R.G","0"
"V297","Assembly","1-5_4R.F","0"
"V297","Assembly","1-5_5R.G","0"
"V297","Assembly","1-5_5R.F","0"
"V297","Assembly","1-5_3-1L.K","0"
"V297","Assembly","1-5_3-1R.K","0"
"W223","Bodyshop","6-7_1R.F","1"
"W223","Bodyshop","6-7_1R.G","1"
"W223","Bodyshop","6-7_2L.F","0"
"W223","Bodyshop","6-7_2L.G","0"
"W223","Bodyshop","6-7_2R.F","0"
"W223","Bodyshop","6-7_2R.G","0"
"W223","Bodyshop","6-8_1-9L.G","0"
"W223","Bodyshop","6-8_1-9R.G","0"
"W223","Bodyshop","6-8_3-4L.G","0"
"W223","Bodyshop","6-8_3-4R.G","0"
"W223","Bodyshop","6-8_3-9.SG","0"
"W223","Bodyshop","6-8_3-9L.G","0"
"V297","Assembly","5-6_3R.G","0"
"V297","Assembly","5-6_3L.G","0"
"V297","Assembly","5-6_3L.F","0"
"V297","Assembly","5-6_4L.F","0"
"V297","Assembly","5-6_4L.G","0"
"V297","Assembly","5-6_6L.G","0"
"V297","Assembly","5-6_6L.F","0"
"V297","Assembly","5-6_3R.F","0"
"V297","Assembly","5-6_4R.F","0"
"V297","Assembly","5-6_4R.G","0"
"V297","Assembly","5-6_6R.G","0"
"V297","Assembly","5-6_6R.F","0"
"V297","Assembly","6-7_3L.F","0"
"V297","Assembly","6-7_4L.F","0"
"V297","Assembly","6-7_3L.G","0"
"V297","Assembly","6-7_4L.G","0"
"V297","Assembly","6-7_3R.F","0"
"V297","Assembly","6-7_4R.F","0"
"V297","Assembly","6-7_3R.G","0"
"V297","Assembly","6-7_4R.G","0"
"W223","Bodyshop","6-8_3-9R.G","0"
"W223","Bodyshop","6-8_3-9S.G","0"
"V297","Assembly","7-8_1L.F","0"
"V297","Assembly","7-8_1R.F","0"
"W223","Bodyshop","7-8_12L.F","0"
"W223","Bodyshop","7-8_12L.G","0"
"W223","Bodyshop","7-8_12R.F","0"
"W223","Bodyshop","7-8_12R.G","0"
"W223","Bodyshop","7-8_1L.F","0"
"W223","Bodyshop","7-8_7L.F","0"
"W223","Bodyshop","7-8_7L.G","0"
"W223","Bodyshop","7-8_7R.F","0"
"W223","Assembly","1-5_2L.G","0"
"W223","Assembly","1-5_2R.G","0"
"W223","Assembly","1-5_2L.F","0"
"W223","Assembly","1-5_2R.F","0"
"W223","Bodyshop","7-8_7R.G","0"
"W223","Assembly","1-5_3L.F","0"
"W223","Assembly","1-5_3R.F","0"
"Z223","Bodyshop","1-4_2L.F","1"
"W223","Assembly","1-5_3L.G","0"
"W223","Assembly","1-5_3R.G","0"
"Z223","Bodyshop","1-4_2L.G","1"
"Z223","Bodyshop","1-4_2R.F","1"
"W223","Assembly","1-5_6L.G","0"
"W223","Assembly","1-5_6R.G","0"
"W223","Assembly","1-5_6L.F","0"
"W223","Assembly","1-5_6R.F","0"
"Z223","Bodyshop","1-4_2R.G","1"
"Z223","Bodyshop","1-4_4L.F","1"
"Z223","Bodyshop","1-4_4L.G","1"
"Z223","Bodyshop","1-4_4R.F","1"
"Z223","Bodyshop","1-4_4R.G","1"
"Z223","Bodyshop","1-4_6L.F","1"
"Z223","Bodyshop","1-4_6L.G","1"
"Z223","Bodyshop","1-4_6R.F","1"
"Z223","Bodyshop","1-4_6R.G","1"
"W223","Assembly","1-7_2L.F","0"
"Z223","Bodyshop","1-5_1L.F","1"
"W223","Assembly","1-7_2L.G","0"
"Z223","Bodyshop","1-5_1L.G","1"
"W223","Assembly","1-7_2R.F","0"
"Z223","Bodyshop","1-5_1R.F","1"
"W223","Assembly","1-7_2R.G","0"
"Z223","Bodyshop","1-5_1R.G","1"
"W223","Assembly","5-6_2L.F","0"
"W223","Assembly","5-6_2R.F","0"
"Z223","Bodyshop","1-5_5L.F","1"
"W223","Assembly","5-6_2L.G","0"
"W223","Assembly","5-6_2R.G","0"
"Z223","Bodyshop","1-5_5L.G","1"
"Z223","Bodyshop","1-5_5R.F","1"
"Z223","Bodyshop","1-5_5R.G","1"
"Z223","Bodyshop","5-6_1L.F","1"
"Z223","Bodyshop","5-6_1L.G","1"
"Z223","Bodyshop","5-6_1R.F","1"
"Z223","Bodyshop","5-6_1R.G","1"
"W223","Assembly","6-7_1L.F","0"
"W223","Assembly","6-7_1R.F","0"
"Z223","Bodyshop","5-6_3L.F","1"
"W223","Assembly","6-7_1L.G","0"
"W223","Assembly","6-7_1R.G","0"
"Z223","Bodyshop","5-6_3L.G","1"
"Z223","Bodyshop","5-6_3R.F","1"
"Z223","Bodyshop","5-6_3R.G","1"
"W223","Assembly","6-7_2L.F","0"
"W223","Assembly","6-7_2R.F","0"
"Z223","Bodyshop","5-6_4L.F","1"
"W223","Assembly","6-7_2L.G","0"
"W223","Assembly","6-7_2R.G","0"
"Z223","Bodyshop","5-6_4R.F","1"
"Z223","Bodyshop","5-6_4L.G","0"
"Z223","Bodyshop","5-6_4R.G","0"
"Z223","Bodyshop","6-7_1L.F","1"
"Z223","Bodyshop","6-7_1L.G","1"
"Z223","Bodyshop","6-7_1R.F","1"
"Z223","Bodyshop","6-7_1R.G","1"
"Z223","Bodyshop","6-7_3L.F","1"
"Z223","Bodyshop","6-7_3L.G","1"
"Z223","Bodyshop","6-7_3R.F","1"
"Z223","Bodyshop","6-7_3R.G","1"
"Z223","Bodyshop","7-8_2L.F","1"
"Z223","Bodyshop","7-8_2L.G","1"
"Z223","Bodyshop","7-8_2R.F","1"
"Z223","Bodyshop","7-8_2R.G","1"
"W223","Assembly","7-8_1L.F","0"
"W223","Assembly","7-8_1R.G","0"
"W223","Assembly","7-8_1L.G","0"
"W223","Assembly","7-8_1R.F","0"
"W223","Assembly","7-8_4R.G","0"
"W223","Assembly","7-8_4L.G","0"
"W223","Assembly","7-8_4R.F","0"
"W223","Assembly","7-8_4L.F","0"
"Z223","Bodyshop","7-8_9L.F","1"
"W223","Assembly","7-8_7L.F","0"
"Z223","Bodyshop","7-8_9L.G","1"
"W223","Assembly","7-8_7L.G","0"
"Z223","Bodyshop","7-8_9R.F","1"
"W223","Assembly","7-8_7R.F","0"
"Z223","Bodyshop","7-8_9R.G","1"
"W223","Assembly","7-8_7R.G","0"
"W223","Assembly","7-8_9-2L.K","0"
"W223","Assembly","7-8_12R.G","0"
"W223","Assembly","7-8_12L.G","0"
"W223","Assembly","7-8_12R.F","0"
"W223","Assembly","7-8_12L.F","0"
"W223","Assembly","7-8_12.S","0"
"Z223","Bodyshop","1-5_11L.F","0"
"Z223","Bodyshop","1-5_11L.G","0"
"Z223","Bodyshop","1-5_11R.F","0"
"Z223","Bodyshop","1-5_11R.G","0"
"Z223","Assembly","1-5_AP1L.T","0"
"Z223","Assembly","1-5_AP1R.T","0"
"Z223","Assembly","1-5_AP2L.T","0"
"Z223","Assembly","1-5_AP2R.T","0"
"Z223","Assembly","1-5_0L.G","0"
"Z223","Assembly","1-5_0R.G","0"
"Z223","Assembly","1-5_2L.G","0"
"Z223","Assembly","1-5_2L.F","0"
"Z223","Assembly","1-5_2R.G","0"
"Z223","Assembly","1-5_2R.F","0"
"Z223","Bodyshop","1-5_3L.F","0"
"Z223","Assembly","1-5_3L.F","0"
"Z223","Bodyshop","1-5_3L.G","0"
"Z223","Assembly","1-5_3L.G","0"
"Z223","Bodyshop","1-5_3R.F","0"
"Z223","Assembly","1-5_3R.F","0"
"Z223","Bodyshop","1-5_3R.G","0"
"Z223","Assembly","1-5_3R.G","0"
"Z223","Bodyshop","1-5_6L.F","1"
"Z223","Assembly","1-5_6L.F","0"
"Z223","Assembly","1-5_6L.G","0"
"Z223","Assembly","1-5_6R.G","0"
"Z223","Bodyshop","1-5_6R.F","1"
"Z223","Assembly","1-5_6R.F","0"
"Z223","Assembly","1-5_11L.G","0"
"Z223","Assembly","1-5_11L.F","0"
"Z223","Assembly","1-5_11R.G","0"
"Z223","Assembly","1-5_11R.F","0"
"Z223","Assembly","1-5_5-1L.K","0"
"Z223","Assembly","1-5_5-1R.K","0"
"Z223","Assembly","1-6_0L.G","0"
"Z223","Assembly","1-6_0R.G","0"
"Z223","Bodyshop","1-6_17L.F","0"
"Z223","Assembly","1-6_17L.F","0"
"Z223","Bodyshop","1-6_17L.G","0"
"Z223","Assembly","1-6_17L.G","0"
"Z223","Bodyshop","1-6_17R.F","0"
"Z223","Assembly","1-6_17R.F","0"
"Z223","Bodyshop","1-6_17R.G","0"
"Z223","Assembly","1-6_17R.G","0"
"Z223","Bodyshop","1-7_2L.F","1"
"Z223","Bodyshop","1-7_2L.G","1"
"Z223","Bodyshop","1-7_2R.F","1"
"Z223","Bodyshop","1-7_2R.G","1"
"Z223","Bodyshop","5-6_2L.F","0"
"Z223","Assembly","5-6_2L.F","0"
"Z223","Bodyshop","5-6_2L.G","0"
"Z223","Assembly","5-6_2L.G","0"
"Z223","Bodyshop","5-6_2R.F","0"
"Z223","Assembly","5-6_2R.F","0"
"Z223","Bodyshop","5-6_2R.G","0"
"Z223","Assembly","5-6_2R.G","0"
"Z223","Bodyshop","5-6_7L.F","0"
"Z223","Assembly","5-6_7L.F","0"
"Z223","Bodyshop","5-6_7L.G","0"
"Z223","Assembly","5-6_7L.G","0"
"Z223","Bodyshop","5-6_7R.F","0"
"Z223","Assembly","5-6_7R.F","0"
"Z223","Bodyshop","5-6_7R.G","0"
"Z223","Assembly","5-6_7R.G","0"
"Z223","Assembly","5-6_3-1L.K","0"
"Z223","Assembly","5-6_3-1R.K","0"
"Z223","Bodyshop","6-7_2L.F","0"
"Z223","Assembly","6-7_2L.F","0"
"Z223","Bodyshop","6-7_2L.G","0"
"Z223","Assembly","6-7_2L.G","0"
"Z223","Bodyshop","6-7_2R.F","0"
"Z223","Assembly","6-7_2R.F","0"
"Z223","Bodyshop","6-7_2R.G","0"
"Z223","Assembly","6-7_2R.G","0"
"Z223","Assembly","6-7_3-1L.K","0"
"Z223","Assembly","6-7_3-1R.K","0"
"Z223","Assembly","6-7_AP1L.G","0"
"Z223","Assembly","6-7_AP1R.G","0"
"Z223","Assembly","6-7_AP2L.G","0"
"Z223","Assembly","6-7_AP2R.G","0"
"Z223","Bodyshop","6-8_1-9L.G","0"
"Z223","Bodyshop","6-8_1-9R.G","0"
"Z223","Bodyshop","6-8_3-4L.G","0"
"Z223","Bodyshop","6-8_3-4R.G","0"
"Z223","Bodyshop","6-8_3-9.SG","0"
"Z223","Bodyshop","6-8_3-9L.G","0"
"Z223","Bodyshop","6-8_3-9R.G","0"
"Z223","Bodyshop","7-8_12L.F","0"
"Z223","Bodyshop","7-8_12L.G","0"
"Z223","Bodyshop","7-8_12R.F","0"
"Z223","Bodyshop","7-8_12R.G","0"
"Z223","Bodyshop","7-8_1L.F","0"
"Z223","Bodyshop","7-8_7L.F","0"
"Z223","Bodyshop","7-8_7L.G","0"
"Z223","Bodyshop","7-8_7R.F","0"
"Z223","Bodyshop","7-8_7R.G","0"
"W223","Bodyshop","1-5_0L.G","1"
"W223","Bodyshop","1-5_0R.G","1"
"Z223","Bodyshop","1-5_0L.G","1"
"Z223","Bodyshop","1-5_0R.G","1"
"Z223","Bodyshop","1-6_0L.G","1"
"Z223","Bodyshop","1-6_0R.G","1"
